"","geneID","HS01","HS02","HS03","HS04","HS05","CL08","CL10","CL11","CL12","CL13"
"18","ACACB",6.07191905209493,7.07038936900187,7.85654817814053,6.91812371493025,7.29304037225295,4.58276604410578,5.96140604016329,4.35439909498098,4.87837797262504,4.56025462008978
"19","ACAP1",2.4438763513146,2.83961406227994,2.77046686461535,2.83667691879811,1.44586667895424,4.63258698502758,4.81615888010406,5.27229033487203,5.47303249030318,3.93519497138401
"20","ACP5",4.00092592112325,3.98905927377776,1.33400040790421,3.97353966815144,4.25524237833635,7.0779582699933,5.89906922090478,5.90835746670775,6.32129675418115,6.29297360331701
"21","ACSL5",-0.518438514602427,2.35328392676242,0.640298838388986,-0.590510289057729,2.63788097778469,3.88888545191037,1.83671419381622,4.17053503149232,4.47899946987498,3.41015373468511
"22","ACSL6",-2.03439477769162,0.714712535407165,0.122835374374588,-0.135309307430787,2.54381391636411,3.11488506493427,2.71497007156874,3.58402567345285,4.22862557897484,3.93788254351772
"23","AD000671.6",-5.51361216002677,1.71789522998084,-5.58732452148392,2.00945311129446,2.47938275175404,4.14582172430127,3.64094864629328,3.57385447367219,4.05671939580856,3.58289135728261
"24","ADA",1.53987294480794,0.491698851317549,2.08462979394423,0.97364287126788,-1.28132806748301,2.34975863589236,4.58749858899643,3.59305937966656,3.02950377912338,3.98664376036746
"25","ADAD2",3.41110314911334,2.79594611578302,2.55529543230088,3.1347280859457,-1.28132806748301,0.307642885655473,-0.556803493896801,-1.38926719577143,-0.614595640243526,0.349193701213059
"26","ADAM12",2.96612983573135,4.1206281925309,5.88099905904669,1.27046589290173,4.25714233362402,7.82684452208226,8.76384409035951,6.99831464369294,7.66719069933078,7.14008108488858
"27","ADAM19",3.30383365020875,2.63352869294812,3.63821340882772,3.92691784714104,0.653570687214128,5.94666293160062,6.74198781601217,6.96043980546002,7.25602432573938,6.67031746182843
"28","ADAM28",1.82127841813133,2.61633459207132,2.52752439275559,3.08727683900022,2.11888254769273,6.23607692607794,6.10611016715265,5.64537221706013,6.31807956063207,6.27110750425033
"29","ADAM8",2.60534040694828,2.87493516525813,2.1572599088509,2.82551679948449,1.15710876412094,6.61909938052431,6.9851663183778,7.26942750455746,7.77233719317138,6.64707776662684
"30","ADAMDEC1",-5.51361216002677,2.79094957303631,-0.550683423319469,1.45929206977511,0.242871697023798,10.0374737931706,8.27243552157329,8.93625195101975,9.6762370194839,9.51856683423652
"31","ADAMTS14",2.25970912814348,1.71431291285814,1.86757843037565,0.562682429126498,-1.28132806748301,3.71263369053627,4.74563190475479,3.97182811249209,3.57724374190799,3.90072857285403
"32","ADAMTS2",5.08734940541718,5.97387868775131,6.57362575996582,6.56625367036848,8.27317392942925,8.91557539088639,9.16650303273811,8.7410727853862,8.8964289381576,9.09587866255998
"33","ADAMTS4",2.1161577760407,3.7632900609907,2.58479585863179,-0.0154009959887972,1.69132712926171,5.74549358350855,7.30287329541182,7.74647768418227,6.22106544821528,6.9323296412696
