geneSymbol,HS01,HS02,HS03,HS04,HS05,CL08,CL10,CL11,CL12,CL13
ZNF704,7.8262764745717215,8.08048821656772,8.000610758556448,7.692680319854864,6.695576067243964,4.889526092002858,5.738777345096312,4.045889501898811,4.551028122419456,4.032412190354988
NFIB,9.03509057608942,8.714166837520592,9.035991609160542,8.549143423700176,8.093198871998963,5.459435726158869,6.680414212313707,5.260533258947252,5.300388403812778,5.64329822942165
INHBB,5.4667692744886915,5.311743307735446,5.878098811596607,5.402544246824558,5.202059460833975,2.375629354886608,3.3015239034391906,2.084760554414907,1.4244946978978994,2.297319620988211
NOVA1,3.2548712029400306,4.9299750707791,5.888427796837895,5.509902980686369,5.374532608877034,0.0655334496458539,2.6897718211210306,-0.3749190426350815,0.8241683588475893,1.3042280916067428
ACACB,6.071919052094933,7.070389369001867,7.856548178140533,6.918123714930252,7.293040372252946,4.582766044105776,5.961406040163294,4.354399094980977,4.878377972625039,4.5602546200897764
MYRIP,2.3422523413733667,2.9006879212326306,3.7401970345094018,3.069815793501871,3.42093934855837,1.0273673734375872,1.3797981466720368,0.907804176155679,1.0049612924314102,0.7556261137916408
COL25A1,1.6164785001107425,2.347919265790788,4.458605024014318,2.8125357454409827,3.1147914709549287,-0.12714732017827116,0.618263215441345,-0.8509364010791804,-0.1862440589412023,-0.4951725532792
PPP1R3C,6.552869409178664,5.927559050610552,5.427037947086606,6.213535008739252,5.188382899645138,5.275476728441379,4.188955985094126,1.6768718247702765,3.471639796939768,2.9254648937829364
BCAN,3.632812727801238,4.4208318981786165,1.6176082147201176,3.187110361587784,3.033979044935918,0.2463545032619246,-0.35351537903550645,-5.118379805642771,-1.8501437258804339,-2.635252937119438
ITGBL1,4.937101808682556,5.7492422753083545,4.8153215413883945,6.237165641649141,5.992211023502599,4.627311309545757,4.273753701831846,-0.23527767268333066,1.4635441933152378,0.6730261230908544
HSPB3,1.3275317706817635,1.2140591898990882,0.2513467016076049,2.2318080069397643,0.8265593739982752,-0.7549302610038319,-0.8411260170162379,-5.118379805642771,-2.597969238147392,-3.8595358101196666
IGSF9,3.317320996077596,3.3273981442317546,2.703354532530737,4.465964638720613,5.22386207518029,1.5957208779331842,-0.5023353232337229,-5.118379805642771,0.01075509203547988,-0.36176370056363344
DLX5,0.7628352236523828,0.4677325455335158,1.3868944942150474,1.3399477510768754,1.3086785595372523,-1.5991234472355094,-2.0278684050727547,-5.118379805642771,-0.6435973057586355,-3.2979123323254997
KCNMB4,4.320221709789107,4.46060188818563,4.394249043924079,3.4548700418705907,4.135342026098036,3.2293231048966544,3.3193680534978314,1.5483174075535084,1.261611690727984,1.5704269966198912
FAM167A,6.194294097844517,5.764683601290775,5.318535682047473,3.929547987117571,4.665062173100413,4.633345396295752,2.9653421754946208,0.6136937020427491,1.846022789495993,1.475097628365506
