"","geneID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"61","IGKV3-15",8.72229814773935,3.89564302072474,8.88919793886785,1.71601799664512e-06,5.98413181655193e-05,5.51434752489576
"62","CXCL13",8.66007004949901,-0.190285273467105,6.73356165449491,2.58738441698267e-05,0.000361235097283048,2.80542666431416
"63","CH17-262H11.1",8.65016304087938,0.109224840239579,4.31088160813812,0.00111431972186845,0.00580020570087682,-0.571966592783655
"64","IGLV1-44",8.63801783240993,2.74656398814243,8.61765895464104,2.34813969763127e-06,7.27502325045003e-05,5.05632148420521
"65","IGKV1-9",8.6264028014201,2.14318700824716,6.69253542658089,2.73922087974911e-05,0.000375357729891964,2.83412133882368
"66","IGLV2-18",8.61152668302374,-0.157564712330706,5.67759248147253,0.000120663705693604,0.00105372409581843,1.45412908139472
"67","ACOD1",8.60318166510903,0.77276874521354,3.74457380452458,0.00300477642129181,0.0126306182919869,-1.49394264495094
"68","IGKV1-27",8.591995065124,0.925719128592202,6.26728926339595,5.01209749091519e-05,0.000563652583342039,2.23779983057449
"69","IGHA1",8.58560311256558,5.67951626795858,8.51599034998463,2.6457926592761e-06,7.85305595987046e-05,5.1718482549617
"70","JCHAIN",8.58414582837766,6.47309383616618,15.9311301149118,3.40576020302932e-09,2.9980602999799e-06,11.3925221422762
"71","IGLV1-51",8.57867051542947,3.33796028213652,7.92010173999,5.44400597498817e-06,0.000121171935831201,4.40733416262477
"72","CD80",8.54506792064982,0.538238265824555,7.8835079418469,5.69788019649174e-06,0.000124684222308292,4.08506061509918
"73","IGHA2",8.53294001404261,3.87862999703646,5.27228158085221,0.000227036415145151,0.0016927600022783,0.849589492235348
"74","EIF1AX",-8.5222337721957,-0.196566873182733,-3.10753400479688,0.0094900765211333,0.0306363610526458,-2.55008762025339
"75","AIM2",8.51302038295305,1.1340048895036,8.47114438054465,2.78975671411919e-06,8.06488590607727e-05,4.66817417281634
"76","IGHV3-74",8.49757582260811,3.46417070204544,16.183558127013,2.86283397331947e-09,2.9980602999799e-06,10.5721908033502
"77","FAM26F",8.49353090928689,4.4584480868721,12.2000141025828,6.24280747192542e-08,8.26156276665468e-06,8.54686441180795
"78","IGLV3-10",8.48454591799174,0.245877100419409,8.07556024243264,4.4931515009592e-06,0.000108447181137566,4.27496460126463
"79","IGHV3-15",8.39570818469334,1.58715597561354,6.17984640070891,5.69223652110476e-05,0.000619100381907289,2.14851089431927
"80","MMP12",8.37715092288952,1.39386350268426,3.39072826982409,0.00567374867611906,0.0206950781331332,-2.09618420736038
"81","FCGR3A",8.37177514291347,5.0490618149821,11.1157457497839,1.68485997573953e-07,1.25380991400368e-05,7.78793517455044
"82","IGLV1-47",8.3588074187077,1.88279225402634,7.13878786345517,1.49029381786007e-05,0.000244241725491861,3.36655345505315
"83","IGHV4-59",8.35147300150675,3.71023796216902,9.42829877288702,9.40458393142285e-07,4.01839105984545e-05,6.04151886833685
"84","MMP3",8.32034243834008,6.44178561030568,6.65910168361283,2.8699894709005e-05,0.000387003699915306,2.76612602485015
"85","IGLV1-40",8.30651048695279,1.91455182220485,8.16193051572249,4.04328340591949e-06,0.000101031354948145,4.49509132118942
"86","IGHV3-11",8.28217467507883,1.58684873582855,6.42608783163988,3.98849961387733e-05,0.000481623715020451,2.466983646465
"87","XIRP1",8.24707189042032,1.94980404081489,7.54294188463539,8.77260085663414e-06,0.0001672062023569,3.85699348885927
"88","IGHG4",8.23582470021826,5.20336863241318,8.41065831129358,2.99741039648545e-06,8.46074843857317e-05,5.05017716020458
"89","CLEC6A",8.22409247106494,-0.278862210178471,11.6401350002719,1.03213752195514e-07,1.03960549359387e-05,7.05310392004989
"90","IGKV1-39",8.21118222326031,0.793208038545804,4.96827504163638,0.000370348494407546,0.00246893704822999,0.441367575581619
"91","IGKV2-24",8.20969416141134,0.525761925966999,5.25907295005809,0.00023185233659898,0.00172141821397419,0.867488800236851
"92","IL4I1",8.18065317730657,1.29858056106586,6.86341445564642,2.16320169732893e-05,0.000318601098471182,2.98435303997361
"93","IGHV3-7",8.17976457472069,2.73316492810008,9.78423540042166,6.41603914688227e-07,3.05164088230764e-05,6.19606799068773
"94","PVRIG",8.16587913007948,0.145439800693399,9.37281762658968,9.99245249208186e-07,4.11085988364088e-05,5.4507240206534
"95","IDO1",8.14986556742688,4.94345296200754,10.1074987337306,4.5770609491391e-07,2.40496719398515e-05,6.83703492095517
"96","FCGR1CP",8.06321942332663,1.13472210737228,8.28674193161965,3.47653856818335e-06,9.24283835059072e-05,4.50160704331746
"97","SLA2",8.06063474995024,1.28270477699126,6.63634531703182,2.96279639699407e-05,0.000394201850594977,2.7177465149157
"98","CCL18",8.03000894403089,3.81147673859606,6.64092004927975,2.94388534885328e-05,0.000392677948805447,2.83428912968891
"99","IGKV2D-29",8.01457638255949,-0.452923332391785,5.9491624171284,8.00311825723069e-05,0.000781603618612774,1.81540830967533
"100","IGHV1-24",7.99514736232919,0.142499201637649,4.08152188403006,0.00165806988772856,0.00794208837814668,-0.939499129314449
